"orderDate;city;province;product;qty;price"
"2022-09-20;Jakarta Pusat;DKI Jakarta;SUSU_P;12;17450"
"2022-12-22;Yogyakarta;Yogyakarta;SUSU_P;14;5900"
"2022-12-08;Jakarta Utara;DKI Jakarta;SUSU_S;6;6950"
"2022-11-24;Jakarta Pusat;DKI Jakarta;SUSU_S;2;4500"
"2022-09-02;Jakarta Pusat;DKI Jakarta;SUSU_A;16;4500"
"2022-07-04;Jakarta Barat;DKI Jakarta;SUSU_B;2;17450"
"2022-09-15;Jakarta Pusat;DKI Jakarta;SUSU_J;10;7400"
"2022-07-11;Jakarta Utara;DKI Jakarta;SUSU_W;1;10450"
"2022-08-15;Jakarta Pusat;DKI Jakarta;SUSU_J;12;330"
"2022-07-19;Jakarta Selatan;DKI Jakarta;SUSU_J;20;7400"
"2022-11-25;Semarang;Jawa Tengah;SUSU_A;12;6950"
"2022-09-20;Malang;Jawa Timur;SUSU_C;2;10450"
"2022-12-22;Jakarta Timur;DKI Jakarta;SUSU_B;1;330"
"2022-11-27;Jakarta Pusat;DKI Jakarta;SUSU_S;8;3030"
"2022-08-27;Denpasar;Bali;SUSU_S;3;17450"
"2022-09-15;Malang;Jawa Timur;SUSU_C;2;44750"
"2022-12-09;Jakarta Selatan;DKI Jakarta;SUSU_C;3;7470"
"2022-12-19;Denpasar;Bali;SUSU_R;8;6950"
"2022-11-08;Yogyakarta;Yogyakarta;SUSU_S;1;10450"
"2022-10-07;Jakarta Selatan;DKI Jakarta;SUSU_S;1;43870"
"2022-12-30;Bogor;Jawa Barat;SUSU_L;1;1490"
"2022-10-29;Jakarta Selatan;DKI Jakarta;SUSU_S;2;5200"
"2022-08-08;Jakarta Selatan;DKI Jakarta;SUSU_J;10;7400"
"2022-11-11;Jakarta Pusat;DKI Jakarta;SUSU_B;3;20950"
"2022-07-18;Jakarta Selatan;DKI Jakarta;SUSU_P;12;5900"
"2022-12-12;Depok;Jawa Barat;SUSU_H;2;17450"
"2022-12-18;Surakarta;Jawa Tengah;SUSU_R;5;5830"
"2022-10-14;Jakarta Selatan;DKI Jakarta;SUSU_L;7;1590"
"2022-11-03;Yogyakarta;Yogyakarta;SUSU_L;1;5900"
"2022-11-04;Jakarta Pusat;DKI Jakarta;SUSU_C;3;17450"
"2022-10-08;Jakarta Barat;DKI Jakarta;SUSU_P;6;7470"
"2022-10-14;Jakarta Selatan;DKI Jakarta;SUSU_H;48;330"
"2022-09-09;Jakarta Timur;DKI Jakarta;SUSU_C;2;4500"
"2022-08-11;Jakarta Selatan;DKI Jakarta;SUSU_S;6;5200"
"2022-12-10;Jakarta Pusat;DKI Jakarta;SUSU_A;16;2050"
"2022-12-29;Yogyakarta;Yogyakarta;SUSU_P;1;330"
"2022-10-31;Yogyakarta;Yogyakarta;SUSU_H;4;13250"
"2022-09-29;Jakarta Pusat;DKI Jakarta;SUSU_C;6;9040"
"2022-07-14;Jakarta Timur;DKI Jakarta;SUSU_S;12;5900"
"2022-11-10;Yogyakarta;Yogyakarta;SUSU_C;12;1590"
"2022-10-07;Jakarta Selatan;DKI Jakarta;SUSU_J;10;7400"
"2022-07-31;Jakarta Utara;DKI Jakarta;SUSU_A;48;2400"
"2022-08-19;Jakarta Utara;DKI Jakarta;SUSU_W;6;10450"
"2022-12-10;Bekasi;Jawa Barat;SUSU_R;3;5900"
"2022-12-19;Bandung;Jawa Barat;SUSU_S;12;1590"
"2022-09-02;Jakarta Selatan;DKI Jakarta;SUSU_P;4;17450"
"2022-12-08;Bogor;Jawa Barat;SUSU_C;2;17450"
"2022-11-26;Bandung;Jawa Barat;SUSU_J;20;7400"
"2022-08-11;Jakarta Selatan;DKI Jakarta;SUSU_J;3;7400"
"2022-08-13;Jakarta Barat;DKI Jakarta;SUSU_S;2;4500"
"2022-07-01;Denpasar;Bali;SUSU_W;6;8000"
"2022-12-16;Bekasi;Jawa Barat;SUSU_W;1;31440"
"2022-11-10;Jakarta Utara;DKI Jakarta;SUSU_H;5;330"
"2022-10-27;Jakarta Utara;DKI Jakarta;SUSU_S;1;17450"
"2022-12-23;Jakarta Timur;DKI Jakarta;SUSU_S;40;1590"
"2022-08-25;Surabaya;Jawa Timur;SUSU_C;12;5900"
"2022-08-27;Jakarta Timur;DKI Jakarta;SUSU_J;20;7400"
"2022-11-20;Malang;Jawa Timur;SUSU_P;2;5200"
"2022-12-19;Surakarta;Jawa Tengah;SUSU_S;1;4500"
"2022-11-13;Jakarta Barat;DKI Jakarta;SUSU_A;4;13250"
"2022-11-21;Tangerang;Banten;SUSU_S;3;20950"
"2022-07-15;Bandung;Jawa Barat;SUSU_P;8;17450"
"2022-12-17;Jakarta Pusat;DKI Jakarta;SUSU_H;6;7470"
"2022-12-08;Jakarta Barat;DKI Jakarta;SUSU_P;12;1490"
"2022-11-12;Malang;Jawa Timur;SUSU_R;1;17450"
"2022-08-08;Jakarta Selatan;DKI Jakarta;SUSU_R;6;5900"
"2022-10-13;Depok;Jawa Barat;SUSU_L;5;10450"
"2022-12-20;Jakarta Utara;DKI Jakarta;SUSU_A;10;2400"
"2022-12-25;Bandung;Jawa Barat;SUSU_B;1;5900"
"2022-12-06;Jakarta Barat;DKI Jakarta;SUSU_A;20;4500"
"2022-07-02;Bandung;Jawa Barat;SUSU_P;2;10450"
"2022-10-23;Yogyakarta;Yogyakarta;SUSU_P;12;3030"
"2022-09-22;Bekasi;Jawa Barat;SUSU_H;2;10450"
"2022-10-29;Yogyakarta;Yogyakarta;SUSU_C;24;15000"
"2022-12-17;Surakarta;Jawa Tengah;SUSU_S;1;4500"
"2022-11-27;Jakarta Utara;DKI Jakarta;SUSU_R;5;7400"
"2022-12-10;Jakarta Pusat;DKI Jakarta;SUSU_J;3;7400"
"2022-12-20;Jakarta Timur;DKI Jakarta;SUSU_L;2;4500"
"2022-11-11;Bandung;Jawa Barat;SUSU_J;1;7400"
"2022-08-04;Jakarta Pusat;DKI Jakarta;SUSU_P;4;5200"
"2022-12-01;Jakarta Pusat;DKI Jakarta;SUSU_R;6;3450"
"2022-09-10;Jakarta Utara;DKI Jakarta;SUSU_W;48;1130"
"2022-11-29;Jakarta Utara;DKI Jakarta;SUSU_J;1;7400"
"2022-12-03;Jakarta Utara;DKI Jakarta;SUSU_P;1;6040"
"2022-12-09;Jakarta Utara;DKI Jakarta;SUSU_C;2;10450"
"2022-08-08;Yogyakarta;Yogyakarta;SUSU_P;1;34940"
"2022-12-18;Malang;Jawa Timur;SUSU_A;12;4500"
"2022-10-23;Jakarta Utara;DKI Jakarta;SUSU_L;1;1490"
"2022-10-08;Jakarta Selatan;DKI Jakarta;SUSU_L;6;5900"
"2022-12-24;Jakarta Timur;DKI Jakarta;SUSU_R;12;1590"
"2022-10-29;Yogyakarta;Yogyakarta;SUSU_H;12;5900"
"2022-11-21;Denpasar;Bali;SUSU_R;5;44750"
"2022-10-01;Jakarta Utara;DKI Jakarta;SUSU_R;2;7470"
"2022-11-06;Malang;Jawa Timur;SUSU_S;25;1590"
"2022-10-23;Jakarta Barat;DKI Jakarta;SUSU_P;24;9040"
"2022-09-26;Jakarta Selatan;DKI Jakarta;SUSU_S;1;4500"
"2022-09-03;Jakarta Utara;DKI Jakarta;SUSU_S;3;1590"
"2022-12-02;Malang;Jawa Timur;SUSU_S;10;5900"
"2022-12-31;Jakarta Pusat;DKI Jakarta;SUSU_C;1;44750"
"2022-07-25;Jakarta Selatan;DKI Jakarta;SUSU_W;6;4500"
"2022-10-30;Jakarta Pusat;DKI Jakarta;SUSU_J;2;7400"
"2022-10-31;Malang;Jawa Timur;SUSU_S;1;5900"
"2022-09-18;Bekasi;Jawa Barat;SUSU_S;12;4500"
"2022-07-03;Jakarta Barat;DKI Jakarta;SUSU_S;2;44750"
"2022-12-12;Yogyakarta;Yogyakarta;SUSU_C;12;1490"
"2022-12-06;Malang;Jawa Timur;SUSU_A;4;13250"
"2022-09-06;Jakarta Pusat;DKI Jakarta;SUSU_J;10;7400"
"2022-07-05;Surabaya;Jawa Timur;SUSU_R;1;44750"
"2022-07-17;Semarang;Jawa Tengah;SUSU_R;10;7470"
"2022-09-19;Bogor;Jawa Barat;SUSU_L;10;5900"
"2022-09-17;Purwokerto;Jawa Tengah;SUSU_L;20;5900"
"2022-09-26;Jakarta Selatan;DKI Jakarta;SUSU_P;12;5200"
"2022-10-16;Denpasar;Bali;SUSU_W;5;7470"
"2022-12-26;Tangerang;Banten;SUSU_S;2;1490"
"2022-09-22;Jakarta Utara;DKI Jakarta;SUSU_H;1;5900"
"2022-12-24;Jakarta Selatan;DKI Jakarta;SUSU_P;24;2050"
"2022-09-05;Purwokerto;Jawa Tengah;SUSU_B;72;2640"
"2022-11-04;Bandung;Jawa Barat;SUSU_C;96;790"
"2022-07-04;Jakarta Utara;DKI Jakarta;SUSU_C;1;44750"
"2022-11-18;Yogyakarta;Yogyakarta;SUSU_C;40;6390"
"2022-11-01;Jakarta Selatan;DKI Jakarta;SUSU_P;3;5900"
"2022-11-19;Jakarta Barat;DKI Jakarta;SUSU_W;24;3030"
"2022-11-01;Jakarta Selatan;DKI Jakarta;SUSU_H;12;17450"
"2022-08-18;Jakarta Barat;DKI Jakarta;SUSU_S;12;4500"
"2022-11-19;Jakarta Barat;DKI Jakarta;SUSU_C;24;1490"
"2022-07-09;Bogor;Jawa Barat;SUSU_R;3;20950"
"2022-07-30;Jakarta Utara;DKI Jakarta;SUSU_A;4;13250"
"2022-09-17;Yogyakarta;Yogyakarta;SUSU_P;6;1130"
"2022-07-16;Jakarta Pusat;DKI Jakarta;SUSU_B;1;2400"
"2022-12-09;Bandung;Jawa Barat;SUSU_S;6;4500"
"2022-07-10;Jakarta Pusat;DKI Jakarta;SUSU_C;10;330"
"2022-11-25;Yogyakarta;Yogyakarta;SUSU_C;10;330"
"2022-10-04;Malang;Jawa Timur;SUSU_S;72;1380"
"2022-09-01;Denpasar;Bali;SUSU_W;10;330"
"2022-12-04;Tangerang;Banten;SUSU_W;25;1590"
"2022-10-29;Malang;Jawa Timur;SUSU_R;1;27950"
"2022-11-11;Surakarta;Jawa Tengah;SUSU_A;5;4500"
"2022-12-11;Tangerang;Banten;SUSU_P;20;330"
"2022-10-18;Depok;Jawa Barat;SUSU_B;12;330"
"2022-10-03;Jakarta Pusat;DKI Jakarta;SUSU_P;1;10450"
"2022-09-05;Bandung;Jawa Barat;SUSU_W;25;1590"
"2022-11-07;Jakarta Timur;DKI Jakarta;SUSU_B;1;17450"
"2022-07-02;Surakarta;Jawa Tengah;SUSU_C;1;104950"
"2022-09-12;Jakarta Pusat;DKI Jakarta;SUSU_P;3;1590"
"2022-10-24;Jakarta Timur;DKI Jakarta;SUSU_S;6;7470"
"2022-10-13;Purwokerto;Jawa Tengah;SUSU_A;1;13250"
"2022-12-23;Jakarta Pusat;DKI Jakarta;SUSU_R;1;5900"
"2022-10-31;Yogyakarta;Yogyakarta;SUSU_H;1;14650"
"2022-08-07;Yogyakarta;Yogyakarta;SUSU_L;10;5900"
"2022-12-23;Jakarta Barat;DKI Jakarta;SUSU_B;36;4500"
"2022-10-06;Jakarta Utara;DKI Jakarta;SUSU_W;25;1590"
"2022-11-14;Jakarta Timur;DKI Jakarta;SUSU_C;1;10450"
"2022-08-11;Jakarta Selatan;DKI Jakarta;SUSU_S;4;3030"
"2022-11-18;Jakarta Pusat;DKI Jakarta;SUSU_B;36;1590"
"2022-11-13;Bekasi;Jawa Barat;SUSU_R;5;5900"
"2022-12-08;Surabaya;Jawa Timur;SUSU_R;4;330"
"2022-12-11;Jakarta Selatan;DKI Jakarta;SUSU_B;1;4500"
"2022-11-12;Jakarta Selatan;DKI Jakarta;SUSU_H;4;13250"
"2022-10-31;Jakarta Pusat;DKI Jakarta;SUSU_B;25;1590"
"2022-07-14;Jakarta Selatan;DKI Jakarta;SUSU_L;10;5900"
"2022-11-07;Jakarta Selatan;DKI Jakarta;SUSU_B;4;8840"
"2022-12-05;Jakarta Timur;DKI Jakarta;SUSU_B;1;4500"
"2022-12-19;Purwokerto;Jawa Tengah;SUSU_C;1;7470"
"2022-10-28;Surakarta;Jawa Tengah;SUSU_C;1;14580"
"2022-08-25;Bogor;Jawa Barat;SUSU_C;1;6950"
"2022-09-22;Jakarta Barat;DKI Jakarta;SUSU_P;1;2050"
"2022-07-09;Jakarta Barat;DKI Jakarta;SUSU_R;2;4500"
"2022-12-12;Jakarta Timur;DKI Jakarta;SUSU_R;24;6390"
"2022-09-05;Jakarta Barat;DKI Jakarta;SUSU_A;24;1130"
"2022-12-09;Yogyakarta;Yogyakarta;SUSU_C;5;7400"
"2022-09-18;Bekasi;Jawa Barat;SUSU_S;6;22000"
"2022-08-16;Jakarta Selatan;DKI Jakarta;SUSU_P;1;23750"
"2022-08-21;Jakarta Utara;DKI Jakarta;SUSU_J;10;7400"
"2022-07-31;Jakarta Pusat;DKI Jakarta;SUSU_R;48;5200"
"2022-08-11;Malang;Jawa Timur;SUSU_A;10;2400"
"2022-09-03;Surakarta;Jawa Tengah;SUSU_S;5;17450"
"2022-12-03;Jakarta Utara;DKI Jakarta;SUSU_R;1;7400"
"2022-11-04;Semarang;Jawa Tengah;SUSU_R;1;10450"
"2022-09-04;Jakarta Utara;DKI Jakarta;SUSU_S;4;17450"
"2022-08-09;Semarang;Jawa Tengah;SUSU_C;2;14650"
"2022-10-24;Jakarta Selatan;DKI Jakarta;SUSU_S;4;13250"
"2022-10-30;Malang;Jawa Timur;SUSU_L;4;13250"
"2022-11-08;Yogyakarta;Yogyakarta;SUSU_H;12;330"
"2022-08-15;Semarang;Jawa Tengah;SUSU_B;24;6950"
"2022-08-27;Jakarta Selatan;DKI Jakarta;SUSU_R;20;330"
"2022-07-25;Jakarta Pusat;DKI Jakarta;SUSU_L;20;5900"
"2022-07-22;Jakarta Utara;DKI Jakarta;SUSU_S;12;5900"
"2022-09-19;Bogor;Jawa Barat;SUSU_S;2;27950"
"2022-10-18;Jakarta Pusat;DKI Jakarta;SUSU_S;3;17450"
"2022-12-22;Bogor;Jawa Barat;SUSU_A;2;4500"
"2022-07-04;Jakarta Barat;DKI Jakarta;SUSU_C;10;330"
"2022-12-08;Jakarta Selatan;DKI Jakarta;SUSU_A;1;790"
"2022-07-24;Tangerang;Banten;SUSU_S;2;10450"
"2022-07-30;Jakarta Selatan;DKI Jakarta;SUSU_L;4;27770"
"2022-10-07;Jakarta Selatan;DKI Jakarta;SUSU_H;6;330"
"2022-09-25;Surakarta;Jawa Tengah;SUSU_H;4;4500"
"2022-10-22;Tangerang;Banten;SUSU_R;10;5900"
"2022-08-04;Tangerang;Banten;SUSU_P;10;330"
"2022-08-21;Surakarta;Jawa Tengah;SUSU_W;1;34940"
"2022-11-12;Jakarta Selatan;DKI Jakarta;SUSU_W;3;15000"
"2022-12-02;Jakarta Utara;DKI Jakarta;SUSU_P;30;2640"
"2022-09-22;Surabaya;Jawa Timur;SUSU_W;4;3030"
"2022-11-04;Surakarta;Jawa Tengah;SUSU_R;6;11640"
"2022-07-12;Jakarta Timur;DKI Jakarta;SUSU_R;4;11500"
"2022-12-01;Depok;Jawa Barat;SUSU_L;2;5900"
"2022-11-19;Jakarta Timur;DKI Jakarta;SUSU_R;24;4500"
"2022-11-27;Malang;Jawa Timur;SUSU_P;12;5900"
"2022-07-22;Purwokerto;Jawa Tengah;SUSU_P;2;26370"
"2022-08-14;Jakarta Barat;DKI Jakarta;SUSU_J;30;6390"
"2022-12-30;Jakarta Barat;DKI Jakarta;SUSU_R;6;6950"
"2022-12-15;Jakarta Timur;DKI Jakarta;SUSU_A;1;2050"
"2022-09-18;Jakarta Timur;DKI Jakarta;SUSU_H;24;2400"
"2022-12-25;Bogor;Jawa Barat;SUSU_R;1;29870"
"2022-12-08;Tangerang;Banten;SUSU_W;6;17450"
"2022-11-19;Depok;Jawa Barat;SUSU_L;30;5900"
"2022-07-14;Jakarta Selatan;DKI Jakarta;SUSU_L;1;5900"
"2022-07-17;Jakarta Barat;DKI Jakarta;SUSU_P;10;10450"
"2022-09-17;Tangerang;Banten;SUSU_W;2;7470"
"2022-11-24;Tangerang;Banten;SUSU_P;4;1490"
"2022-12-23;Yogyakarta;Yogyakarta;SUSU_B;1;7400"
"2022-12-11;Bogor;Jawa Barat;SUSU_R;2;4500"
"2022-09-12;Yogyakarta;Yogyakarta;SUSU_S;12;330"
"2022-10-16;Jakarta Selatan;DKI Jakarta;SUSU_J;12;7400"
"2022-12-13;Bogor;Jawa Barat;SUSU_S;16;2400"
"2022-08-06;Tangerang;Banten;SUSU_R;3;17450"
"2022-12-29;Jakarta Timur;DKI Jakarta;SUSU_S;6;14650"
"2022-07-16;Jakarta Pusat;DKI Jakarta;SUSU_C;12;4500"
"2022-10-24;Yogyakarta;Yogyakarta;SUSU_B;12;4500"
"2022-12-31;Malang;Jawa Timur;SUSU_A;2;27950"
"2022-11-20;Malang;Jawa Timur;SUSU_R;1;1490"
"2022-12-15;Tangerang;Banten;SUSU_S;1;7470"
"2022-07-14;Malang;Jawa Timur;SUSU_L;10;5900"
"2022-11-21;Jakarta Pusat;DKI Jakarta;SUSU_L;2;43870"
"2022-08-06;Bekasi;Jawa Barat;SUSU_P;12;5200"
"2022-12-30;Jakarta Barat;DKI Jakarta;SUSU_A;2;3030"
"2022-10-08;Jakarta Selatan;DKI Jakarta;SUSU_A;20;2990"
"2022-11-28;Jakarta Barat;DKI Jakarta;SUSU_A;1;330"
"2022-11-25;Surakarta;Jawa Tengah;SUSU_C;2;3030"
"2022-10-18;Jakarta Pusat;DKI Jakarta;SUSU_S;3;3030"
"2022-07-24;Jakarta Utara;DKI Jakarta;SUSU_R;2;4500"
"2022-10-28;Surakarta;Jawa Tengah;SUSU_S;1;8730"
"2022-10-22;Jakarta Pusat;DKI Jakarta;SUSU_R;6;17450"
"2022-09-09;Jakarta Selatan;DKI Jakarta;SUSU_P;3;2050"
"2022-07-11;Jakarta Pusat;DKI Jakarta;SUSU_R;12;1590"
"2022-11-22;Denpasar;Bali;SUSU_P;4;26370"
"2022-12-05;Yogyakarta;Yogyakarta;SUSU_C;32;2400"
"2022-09-18;Bekasi;Jawa Barat;SUSU_L;10;5900"
"2022-11-07;Jakarta Barat;DKI Jakarta;SUSU_S;1;9040"
"2022-10-17;Malang;Jawa Timur;SUSU_H;2;13250"
"2022-12-15;Jakarta Pusat;DKI Jakarta;SUSU_A;1;13250"
"2022-10-16;Jakarta Selatan;DKI Jakarta;SUSU_A;4;7470"
"2022-12-05;Denpasar;Bali;SUSU_J;10;7400"
"2022-12-24;Surabaya;Jawa Timur;SUSU_S;2;2050"
"2022-11-29;Jakarta Barat;DKI Jakarta;SUSU_P;36;790"
"2022-07-19;Malang;Jawa Timur;SUSU_R;12;5900"
"2022-10-03;Tangerang;Banten;SUSU_A;8;6040"
"2022-11-13;Denpasar;Bali;SUSU_S;4;14650"
"2022-07-04;Bogor;Jawa Barat;SUSU_C;12;1590"
"2022-12-24;Bogor;Jawa Barat;SUSU_B;24;15000"
"2022-11-28;Bandung;Jawa Barat;SUSU_S;3;5900"
"2022-08-15;Bogor;Jawa Barat;SUSU_L;6;330"
"2022-09-12;Surakarta;Jawa Tengah;SUSU_L;2;7470"
"2022-07-14;Bandung;Jawa Barat;SUSU_R;6;20950"
"2022-09-12;Jakarta Selatan;DKI Jakarta;SUSU_W;6;10450"
"2022-08-14;Jakarta Utara;DKI Jakarta;SUSU_A;1;2050"
"2022-08-12;Jakarta Selatan;DKI Jakarta;SUSU_P;3;13250"
"2022-08-14;Jakarta Selatan;DKI Jakarta;SUSU_L;10;5900"
"2022-12-09;Malang;Jawa Timur;SUSU_P;36;790"
"2022-08-25;Malang;Jawa Timur;SUSU_S;30;860"
"2022-10-10;Jakarta Selatan;DKI Jakarta;SUSU_R;8;4500"
"2022-12-12;Jakarta Timur;DKI Jakarta;SUSU_J;3;7400"
"2022-12-19;Jakarta Utara;DKI Jakarta;SUSU_J;1;7400"
"2022-09-19;Surabaya;Jawa Timur;SUSU_A;4;13250"
"2022-12-24;Jakarta Selatan;DKI Jakarta;SUSU_R;6;10450"
"2022-12-11;Malang;Jawa Timur;SUSU_S;12;7400"
"2022-11-21;Yogyakarta;Yogyakarta;SUSU_W;18;10450"
"2022-12-01;Jakarta Pusat;DKI Jakarta;SUSU_L;10;5900"
"2022-09-13;Jakarta Barat;DKI Jakarta;SUSU_R;2;9040"
"2022-12-11;Malang;Jawa Timur;SUSU_C;10;330"
"2022-07-04;Malang;Jawa Timur;SUSU_P;120;1590"
"2022-08-15;Jakarta Selatan;DKI Jakarta;SUSU_J;20;7400"
"2022-11-13;Jakarta Utara;DKI Jakarta;SUSU_P;10;10450"
"2022-12-15;Jakarta Selatan;DKI Jakarta;SUSU_S;1;1590"
"2022-09-11;Tangerang;Banten;SUSU_S;6;4500"
"2022-12-09;Surakarta;Jawa Tengah;SUSU_H;2;14580"
"2022-10-17;Jakarta Pusat;DKI Jakarta;SUSU_J;10;7400"
"2022-08-08;Bogor;Jawa Barat;SUSU_L;1;5900"
"2022-08-28;Jakarta Selatan;DKI Jakarta;SUSU_R;6;10450"
"2022-12-18;Surabaya;Jawa Timur;SUSU_R;32;9040"
"2022-11-20;Jakarta Selatan;DKI Jakarta;SUSU_A;4;13250"
"2022-12-02;Jakarta Selatan;DKI Jakarta;SUSU_P;3;10450"
"2022-11-21;Jakarta Pusat;DKI Jakarta;SUSU_P;6;10240"
"2022-10-14;Jakarta Utara;DKI Jakarta;SUSU_J;2;7400"
"2022-12-15;Surabaya;Jawa Timur;SUSU_C;2;15000"
"2022-09-26;Jakarta Utara;DKI Jakarta;SUSU_A;8;13250"
"2022-12-11;Jakarta Utara;DKI Jakarta;SUSU_S;1;3030"
"2022-10-21;Surakarta;Jawa Tengah;SUSU_P;1;20390"
"2022-09-15;Yogyakarta;Yogyakarta;SUSU_R;6;4500"
"2022-08-20;Jakarta Selatan;DKI Jakarta;SUSU_P;14;5200"
"2022-12-23;Jakarta Timur;DKI Jakarta;SUSU_H;12;7470"
"2022-10-09;Bogor;Jawa Barat;SUSU_A;18;4500"
"2022-08-16;Jakarta Selatan;DKI Jakarta;SUSU_C;2;5340"
"2022-12-12;Jakarta Pusat;DKI Jakarta;SUSU_H;1;7470"
"2022-12-10;Denpasar;Bali;SUSU_C;18;7470"
"2022-12-23;Jakarta Barat;DKI Jakarta;SUSU_P;25;1590"
"2022-12-10;Jakarta Selatan;DKI Jakarta;SUSU_J;10;7400"
"2022-12-16;Bekasi;Jawa Barat;SUSU_C;4;14650"
"2022-11-13;Jakarta Utara;DKI Jakarta;SUSU_P;1;330"
"2022-11-21;Surabaya;Jawa Timur;SUSU_L;10;5900"
"2022-07-11;Jakarta Pusat;DKI Jakarta;SUSU_A;16;13250"
"2022-11-29;Jakarta Pusat;DKI Jakarta;SUSU_S;10;1590"
"2022-09-06;Bogor;Jawa Barat;SUSU_R;6;34940"
"2022-09-26;Yogyakarta;Yogyakarta;SUSU_W;12;3830"
"2022-11-26;Surabaya;Jawa Timur;SUSU_C;4;14650"
"2022-12-11;Bandung;Jawa Barat;SUSU_B;3;19200"
"2022-12-15;Jakarta Pusat;DKI Jakarta;SUSU_A;16;10450"
"2022-10-31;Yogyakarta;Yogyakarta;SUSU_J;12;13250"
"2022-11-05;Denpasar;Bali;SUSU_W;24;1130"
"2022-10-17;Tangerang;Banten;SUSU_A;12;6950"
"2022-12-13;Jakarta Selatan;DKI Jakarta;SUSU_S;3;10450"
"2022-11-13;Jakarta Pusat;DKI Jakarta;SUSU_S;12;4500"
"2022-08-04;Jakarta Pusat;DKI Jakarta;SUSU_H;3;5900"
"2022-07-18;Jakarta Selatan;DKI Jakarta;SUSU_R;10;4500"
"2022-12-26;Jakarta Selatan;DKI Jakarta;SUSU_S;24;790"
"2022-12-25;Jakarta Pusat;DKI Jakarta;SUSU_S;1;14650"
"2022-12-13;Jakarta Selatan;DKI Jakarta;SUSU_W;2;1130"
"2022-10-13;Jakarta Pusat;DKI Jakarta;SUSU_S;3;4500"
"2022-08-30;Surakarta;Jawa Tengah;SUSU_S;12;4500"
"2022-08-26;Bogor;Jawa Barat;SUSU_S;6;11500"
"2022-11-04;Surakarta;Jawa Tengah;SUSU_A;7;4500"
"2022-12-06;Jakarta Barat;DKI Jakarta;SUSU_A;9;1590"
"2022-07-14;Jakarta Selatan;DKI Jakarta;SUSU_S;24;1590"
"2022-10-31;Yogyakarta;Yogyakarta;SUSU_A;6;1590"
"2022-12-12;Jakarta Utara;DKI Jakarta;SUSU_R;1;330"
"2022-08-12;Bandung;Jawa Barat;SUSU_H;12;7470"
"2022-08-23;Jakarta Selatan;DKI Jakarta;SUSU_L;30;5900"
"2022-12-31;Malang;Jawa Timur;SUSU_S;12;6950"
"2022-12-30;Jakarta Timur;DKI Jakarta;SUSU_A;36;4500"
"2022-11-21;Jakarta Pusat;DKI Jakarta;SUSU_P;2;5900"
"2022-11-26;Jakarta Timur;DKI Jakarta;SUSU_L;2;4500"
"2022-12-12;Bogor;Jawa Barat;SUSU_R;12;330"
"2022-10-27;Jakarta Utara;DKI Jakarta;SUSU_J;2;7400"
"2022-10-07;Jakarta Selatan;DKI Jakarta;SUSU_J;10;7400"
"2022-11-29;Jakarta Pusat;DKI Jakarta;SUSU_A;36;13250"
"2022-12-30;Malang;Jawa Timur;SUSU_P;12;1590"
"2022-11-11;Surakarta;Jawa Tengah;SUSU_P;12;20390"
"2022-12-08;Tangerang;Banten;SUSU_L;6;5900"
"2022-08-14;Yogyakarta;Yogyakarta;SUSU_W;83;16920"
"2022-07-04;Surabaya;Jawa Timur;SUSU_A;6;2400"
"2022-11-01;Bogor;Jawa Barat;SUSU_R;2;10450"
"2022-08-25;Bandung;Jawa Barat;SUSU_B;48;1490"
"2022-08-18;Malang;Jawa Timur;SUSU_J;20;7400"
"2022-11-06;Malang;Jawa Timur;SUSU_B;36;1590"
"2022-08-11;Malang;Jawa Timur;SUSU_S;24;1590"
"2022-08-28;Jakarta Selatan;DKI Jakarta;SUSU_S;6;17450"
"2022-09-30;Purwokerto;Jawa Tengah;SUSU_P;3;17450"
"2022-12-11;Jakarta Selatan;DKI Jakarta;SUSU_R;1;4500"
"2022-07-22;Jakarta Pusat;DKI Jakarta;SUSU_B;3;5900"
"2022-10-15;Bogor;Jawa Barat;SUSU_W;224;11320"
"2022-09-10;Jakarta Timur;DKI Jakarta;SUSU_P;1;52620"
"2022-12-06;Malang;Jawa Timur;SUSU_A;24;4500"
"2022-12-13;Surakarta;Jawa Tengah;SUSU_J;2;7400"
"2022-11-27;Tangerang;Banten;SUSU_C;12;330"
"2022-07-01;Bandung;Jawa Barat;SUSU_S;12;5200"
"2022-12-08;Jakarta Pusat;DKI Jakarta;SUSU_H;24;3030"
"2022-11-27;Jakarta Selatan;DKI Jakarta;SUSU_J;2;1130"
"2022-11-14;Jakarta Utara;DKI Jakarta;SUSU_H;1;7470"
"2022-08-07;Jakarta Pusat;DKI Jakarta;SUSU_J;32;2190"
"2022-11-18;Jakarta Pusat;DKI Jakarta;SUSU_C;12;330"
"2022-11-28;Denpasar;Bali;SUSU_P;12;5200"
"2022-09-22;Depok;Jawa Barat;SUSU_S;12;1590"
"2022-09-16;Jakarta Selatan;DKI Jakarta;SUSU_L;10;5900"
"2022-07-25;Jakarta Selatan;DKI Jakarta;SUSU_P;24;2290"
"2022-11-24;Jakarta Pusat;DKI Jakarta;SUSU_C;3;4500"
"2022-08-13;Jakarta Selatan;DKI Jakarta;SUSU_C;24;1590"
"2022-12-17;Jakarta Selatan;DKI Jakarta;SUSU_C;2;7470"
"2022-10-11;Jakarta Timur;DKI Jakarta;SUSU_C;1;5900"
"2022-12-25;Jakarta Selatan;DKI Jakarta;SUSU_S;6;10450"
